nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId,
IIG-NSEN1,I_IIG-NSEN1,,,Centrica Energy Trading A/S,I,TRUE,IIGNEASGEN,NEAS,0,500,P,0.0067798,0,0,0,0,FALSE,FALSE,,,EWIC,
IIG-RWES1,I_IIG-RWES1,,,RWE Supply and Trading GmbH,I,TRUE,RWEST East West Import,RWE,0,500,P,0.0067798,0,0,0,0,FALSE,FALSE,,,EWIC,
IIG-SEEL1,I_IIG-SEEL1,,,Shell Energy Europe Limited,I,TRUE,SEEL East West Import,SHELL2,0,500,P,0.0067798,0,0,0,0,FALSE,FALSE,,,EWIC,
IIG-STAT1,I_IIG-STAT1,,,Statkraft Markets Gmbh,I,TRUE,STATKRAFT EWIC IMPORT,STATKRA1,0,1030,P,0.0067798,0,0,0,0,FALSE,FALSE,,,EWIC,
IIG-VAYU1,I_IIG-VAYU1,,,Naturgy Limited,I,TRUE,VAYU EWIC,VAYU,0,500,P,0.0067798,0,0,0,0,FALSE,FALSE,,,EWIC,
IIG-VESL1,I_IIG-VESL1,,,VIRIDIAN ENERGY SUPPLY LTD,I,TRUE,EWIC Gen BM Unit VESL,VESL,0,500,P,0.0067798,0,0,0,0,FALSE,FALSE,,,EWIC,
ILD-ALIP1,I_ILD-ALIP1,,,Energetick ApS,I,TRUE,Flow from UK,ALPSNRG,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ARON1,I_ILD-ARON1,,,J.Aron & Company,I,TRUE,EL Jaron GB-FR Flow,JARON,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-AROS1,I_ILD-AROS1,,,Arosource ApS,I,TRUE,AROS Flow FROM UK,AROSOURC,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ATLS1,I_ILD-ATLS1,,,Atlas Energy DAC,I,TRUE,Atlas GB-FREL,AED75443,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-BAYW1,I_ILD-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,TRUE,Flow from UK over Eleclink,B9R3T560,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-BKWE1,I_ILD-BKWE1,,,BKW Energie AG,I,TRUE,BWK Eleclink flows from UK,BKW,-450,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-BPGM1,I_ILD-BPGM1,,,BP Gas Marketing Limited,I,TRUE,Flow FROM UK,BPGAS,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CACM1,I_ILD-CACM1,,,C A Commodities A/S,I,TRUE,ELECLINK Flow out of UK,CACOMAS,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CBST1,I_ILD-CBST1,,,Cobblestone Energy,I,TRUE,Cobblestone Energy Ltd,CBBLESTN,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CENT1,I_ILD-CENT1,,,Centrica Energy Limited,I,TRUE,CENTRICA ELECLINK,ACCORD,-1050,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CETL1,I_ILD-CETL1,,,Conrad Energy (Trading) Ltd,I,TRUE,CONRAD FROM UK,CONRAD,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CEZC1,I_ILD-CEZC1,,,CEZ A.S,I,TRUE,ELECLINK Export,45274649,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CFPE1,I_ILD-CFPE1,,,CFP Commodities Limited,I,TRUE,CFPE1 FROM UK,CFPC1,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-COMM1,I_ILD-COMM1,,,COMCOM Trading d.o.o,I,TRUE,I_ILD-COMM1,COMCOM,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-CONS1,I_ILD-CONS1,,,Constellation Generation LTD,I,TRUE,Constellation ElecLink Con,EXGENLIM,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-COPN1,I_ILD-COPN1,,,Copenhagen Energy Trading A/S,I,TRUE,CET_EL,CET1234,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-DARE1,I_ILD-DARE1,,,Dare Power Ltd,I,TRUE,I_ILD-DARE1,DARE,-2000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-DMCC1,I_ILD-DMCC1,,,Cobblestone Energy DMCC,I,TRUE,Cobblestone Energy DMCC,OLDKENT,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-DSKC1,I_ILD-DSKC1,,,Danske Commodities A/S,I,TRUE,DC- ELEC-C,DANSKE,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-DUEN1,I_ILD-DUEN1,,,Duferco Energia S.p.A.,I,TRUE,ELK_UK-FR,DUCEX123,-200,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-DUFE1,I_ILD-DUFE1,,,DXT Commodities SA,I,TRUE,DXT ELEC UK-FR,DUFENERG,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-DVAL1,I_ILD-DVAL1,,,DVALIN ApS,I,TRUE,I_ILD-DVAL1,DVALIN,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-EDFT1,I_ILD-EDFT1,,,EDF TRADING LIMITED,I,TRUE,EDFT Eleclink Demand,EDFT,-1050,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-EDMK1,I_ILD-EDMK1,,,Energi Danmark A/S,I,TRUE,Energidk2_ELECD,ENERGIDK,-1050,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ELTR1,I_ILD-ELTR1,,,ElectroRoute Energy Trading,I,TRUE,EETL ELECLINK FRGB,ELECTRO,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ENBW1,I_ILD-ENBW1,,,EnBW Energie Ba-Wu AG,I,TRUE,I_ILD-ENBW1,ENBWNPT,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ENGM1,I_ILD-ENGM1,,,ENGIE GLOBAL MARKETS,I,TRUE,ELECLINK  EGM flow GB-FR,GASELYS,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ENSC1,I_ILD-ENSC1,,,EnSCo Energy Services Company,I,TRUE,Flow from UK,ENSCOAG,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-ENTC1,I_ILD-ENTC1,,,Energetech Europe BV,I,TRUE,ENTC1 from UK,ENERGETE,-500,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-EPCO1,I_ILD-EPCO1,,,EP COMMODITIES A.S,I,TRUE,EPCAS_ELECLINK_DEM,EPCAS,-300,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-EWII1,I_ILD-EWII1,,,EWII Energi A/S,I,TRUE,EWII-UK-TO-ELECLINK,EWII6000,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-EZCO1,I_ILD-EZCO1,,,ENZEE Commodities A/S,I,TRUE,Flow from UK,ENZEE,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-EZPD1,I_ILD-EZPD1,,,Ezpada AG,I,TRUE,Ezpada AG,11XEZPAG,-500,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-FLEX1,I_ILD-FLEX1,,,CFP FlexPower GmbH,I,TRUE,Flow from UK,FLXPWR,-1400,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-GENI1,I_ILD-GENI1,,,"GEN-I, d.o.o.",I,TRUE,From UK,GENI,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-GLEN1,I_ILD-GLEN1,,,Glencore Energy UK Ltd,I,TRUE,Flow from UK,GENUK,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-GNER1,I_ILD-GNER1,,,Gnera Energia y Tecnologia S.L,I,TRUE,GNER C,GNERAUK1,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-GRMC1,I_ILD-GRMC1,,,GRM Commodities A/S,I,TRUE,Flows out of  the UK,GRMC,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-HART1,I_ILD-HART1,,,HAPPGCO,I,TRUE,I_ILD-HART1,HEPGCO,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-HELI1,I_ILD-HELI1,,,Helios Power Trading A/S,I,TRUE,HELIOS ELECLINK DEM,HELIOS,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-INCM1,I_ILD-INCM1,,,IN COMMODITIES A/S,I,TRUE,ELECINCOMASC,INCOMAS,-750,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-MCRA1,I_ILD-MCRA1,,,Mercuria Energy Trading SA,I,TRUE,Mercuria flow from UK,METSA,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-MFTE1,I_ILD-MFTE1,,,MFT Energy A/S,I,TRUE,MFT_EXP,MFTE,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NDPL1,I_ILD-NDPL1,,,European Market Coupling,I,TRUE,NDPLELECLINLC,NORDPOOL,-1050,0,C,0.0140482,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NEAS1,I_ILD-NEAS1,,,Centrica Energy Trading A/S,I,TRUE,Flow INTO UK,NEAS,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NEHO1,I_ILD-NEHO1,,,Nordic Energy House ApS,I,TRUE,EL NEH-D,NEH,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NITR1,I_ILD-NITR1,,,Nitor Energy A/S,I,TRUE,FR FROM UK,NIREX,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NORL1,I_ILD-NORL1,,,Norlys Energy Trading A/S,I,TRUE,NORLYS_ELL_C,NORLYS,-2000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NTPL1,I_ILD-NTPL1,,,Northpool BV,I,TRUE,I_ILD-NTPL1,NORTHPL,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-NWAT1,I_ILD-NWAT1,,,Newatt S.r.l.,I,TRUE,Export from UK,ITNEWATT,-100,0,C,0.0093431,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-OPMX1,I_ILD-OPMX1,,,Optimax Energy GmbH,I,TRUE,I_ILD-OPMX1,OPTIMAX,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-OUTL1,I_ILD-OUTL1,,,Outlook Energy Ltd,I,TRUE,I_ILD-OUTL1,OUTLOOK,-2000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-PEAK1,I_ILD-PEAK1,,,Peak Gen Top Co Limited,I,TRUE,PGELECK Demand,PEAKGEN,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-PETC1,I_ILD-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,TRUE,PCIL UK TO FR ELECLINK,PETCHINA,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-PREP1,I_ILD-PREP1,,,Yuno Limited,I,TRUE,Prepay FROM UK,OPAL0516,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-PWMR1,I_ILD-PWMR1,,,PowerMart ApS,I,TRUE,ELECLINK EXPORT,POMA,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-QUAR1,I_ILD-QUAR1,,,Quark Energy Trading Limited,I,TRUE,ELECLINK DEMAND,QUARKET,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-RESP1,I_ILD-RESP1,,,RESPECT ENERGY S.A.,I,TRUE,RESA-ELC-FU,RESA,-700,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-RISQ1,I_ILD-RISQ1,,,Risq Energy Limited,I,TRUE,RISQ from the UK,RISQ,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-RWES1,I_ILD-RWES1,,,RWE Supply and Trading GmbH,I,TRUE,RWEST Eleclink Export,RWE,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-SEFE1,I_ILD-SEFE1,,,SEFE Marketing & Trading LTD,I,TRUE,EL1-GB-FR,GAZPROM,-1050,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-SETL1,I_ILD-SETL1,,,Shell Energy Europe Limited,I,TRUE,I_ILD-SETL1,SHELL2,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-STGS1,I_ILD-STGS1,,,STG Switzerland GmbH,I,TRUE,STG CH ElecLink GB-BE,STG8T4R,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-TGPL1,I_ILD-TGPL1,,,TotalEnergies Gas & Power Ltd,I,TRUE,ELECLINK (Flow out of UK),TFEGP,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-TRFD1,I_ILD-TRFD1,,,Trafigura Denmark ApS,I,TRUE,ELEK_EX,TRAFDK23,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-TRFG1,I_ILD-TRFG1,,,Trafigura Trading Sarl,I,TRUE,ELEK_EX,TRAF,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-TRLS1,I_ILD-TRLS1,,,Engelhart CTP Renewables GmbH,I,TRUE,Flow FROM UK,GREENPWR,-1050,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-VOLT1,I_ILD-VOLT1,,,Volta Energy DAC,I,TRUE,ELECLINK FROM UK,VOLTADAC,-250,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-VSAL1,I_ILD-VSAL1,,,VITOL SA,I,TRUE,I_ILD-VSAL1,VITOLSA,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-VTFS1,I_ILD-VTFS1,,,Vattenfall Energy Trading,I,TRUE,VET_ELECLINK_D,VTS,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILD-XNON1,I_ILD-XNON1,,,XENON CAPITAL MARKETS LTD,I,TRUE,XENON-ELINK-C,XENON,-1000,0,C,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ALIP1,I_ILG-ALIP1,,,Energetick ApS,I,TRUE,Flow into UK,ALPSNRG,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ARON1,I_ILG-ARON1,,,J.Aron & Company,I,TRUE,EL Jaron FR-GB Flow,JARON,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-AROS1,I_ILG-AROS1,,,Arosource ApS,I,TRUE,AROS Flow INTO UK,AROSOURC,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ATLS1,I_ILG-ATLS1,,,Atlas Energy DAC,I,TRUE,Atlas FREL-GB,AED75443,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-BAYW1,I_ILG-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,TRUE,Flow into UK over Eleclink,B9R3T560,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-BKWE1,I_ILG-BKWE1,,,BKW Energie AG,I,TRUE,BWK Eleclink flows into UK,BKW,0,450,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-BPGM1,I_ILG-BPGM1,,,BP Gas Marketing Limited,I,TRUE,Flow INTO UK,BPGAS,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CACM1,I_ILG-CACM1,,,C A Commodities A/S,I,TRUE,ELECLINK Flow into UK,CACOMAS,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CBST1,I_ILG-CBST1,,,Cobblestone Energy,I,TRUE,Cobblestone Energy Ltd,CBBLESTN,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CENT1,I_ILG-CENT1,,,Centrica Energy Limited,I,TRUE,CENTRICA ELECLINK,ACCORD,0,1050,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CETL1,I_ILG-CETL1,,,Conrad Energy (Trading) Ltd,I,TRUE,CONRAD INTO UK,CONRAD,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CEZC1,I_ILG-CEZC1,,,CEZ A.S,I,TRUE,ELECLINK Import,45274649,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CFPE1,I_ILG-CFPE1,,,CFP Commodities Limited,I,TRUE,CFPE1 INTO UK,CFPC1,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-COMM1,I_ILG-COMM1,,,COMCOM Trading d.o.o,I,TRUE,I_ILG-COMM1,COMCOM,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-CONS1,I_ILG-CONS1,,,Constellation Generation LTD,I,TRUE,Constellation ElecLink Prod,EXGENLIM,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-COPN1,I_ILG-COPN1,,,Copenhagen Energy Trading A/S,I,TRUE,CET_EL,CET1234,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-DARE1,I_ILG-DARE1,,,Dare Power Ltd,I,TRUE,I_ILG-DARE1,DARE,0,2000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-DMCC1,I_ILG-DMCC1,,,Cobblestone Energy DMCC,I,TRUE,Cobblestone Energy DMCC,OLDKENT,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-DSKC1,I_ILG-DSKC1,,,Danske Commodities A/S,I,TRUE,DC- ELEC-P,DANSKE,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-DUEN1,I_ILG-DUEN1,,,Duferco Energia S.p.A.,I,TRUE,ELK_FR_UK,DUCEX123,0,200,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-DUFE1,I_ILG-DUFE1,,,DXT Commodities SA,I,TRUE,DXT ELEC FR-UK,DUFENERG,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-DVAL1,I_ILG-DVAL1,,,DVALIN ApS,I,TRUE,I_ILG-DVAL1,DVALIN,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-EDFT1,I_ILG-EDFT1,,,EDF TRADING LIMITED,I,TRUE,EDFT Eleclink Generation,EDFT,0,1050,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-EDMK1,I_ILG-EDMK1,,,Energi Danmark A/S,I,TRUE,Energidk2_ELECG,ENERGIDK,0,1050,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ELTR1,I_ILG-ELTR1,,,ElectroRoute Energy Trading,I,TRUE,EETL ELECLINK GBFR,ELECTRO,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ENBW1,I_ILG-ENBW1,,,EnBW Energie Ba-Wu AG,I,TRUE,I_ILG-ENBW1,ENBWNPT,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ENGM1,I_ILG-ENGM1,,,ENGIE GLOBAL MARKETS,I,TRUE,ELECLINK EGM flow FR-GB,GASELYS,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ENSC1,I_ILG-ENSC1,,,EnSCo Energy Services Company,I,TRUE,Flow into UK,ENSCOAG,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-ENTC1,I_ILG-ENTC1,,,Energetech Europe BV,I,TRUE,ENTC1 to UK,ENERGETE,0,500,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-EPCO1,I_ILG-EPCO1,,,EP COMMODITIES A.S,I,TRUE,EPCAS_ELECLINK_GEN,EPCAS,0,300,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-EWII1,I_ILG-EWII1,,,EWII Energi A/S,I,TRUE,EWII-ELECLINK-TO-UK,EWII6000,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-EZCO1,I_ILG-EZCO1,,,ENZEE Commodities A/S,I,TRUE,Flow into UK,ENZEE,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-EZPD1,I_ILG-EZPD1,,,Ezpada AG,I,TRUE,Ezpada AG,11XEZPAG,0,500,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-FLEX1,I_ILG-FLEX1,,,CFP FlexPower GmbH,I,TRUE,Flow into UK,FLXPWR,0,1400,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-GENI1,I_ILG-GENI1,,,"GEN-I, d.o.o.",I,TRUE,Into UK,GENI,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-GLEN1,I_ILG-GLEN1,,,Glencore Energy UK Ltd,I,TRUE,Flow into UK,GENUK,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-GNER1,I_ILG-GNER1,,,Gnera Energia y Tecnologia S.L,I,TRUE,GNER V,GNERAUK1,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-GRMC1,I_ILG-GRMC1,,,GRM Commodities A/S,I,TRUE,Flows into the  UK,GRMC,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-HART1,I_ILG-HART1,,,HAPPGCO,I,TRUE,I_ILG-HART1,HEPGCO,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-HELI1,I_ILG-HELI1,,,Helios Power Trading A/S,I,TRUE,HELIOS ELECLINK GEN,HELIOS,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-INCM1,I_ILG-INCM1,,,IN COMMODITIES A/S,I,TRUE,ELECINCOMASP,INCOMAS,0,750,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-MCRA1,I_ILG-MCRA1,,,Mercuria Energy Trading SA,I,TRUE,Mercuria flow into UK,METSA,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-MFTE1,I_ILG-MFTE1,,,MFT Energy A/S,I,TRUE,MFT_IMP,MFTE,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NDPL1,I_ILG-NDPL1,,,European Market Coupling,I,TRUE,NDPLELECLINLP,NORDPOOL,0,1050,P,0.0140482,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NEAS1,I_ILG-NEAS1,,,Centrica Energy Trading A/S,I,TRUE,Flow INTO UK,NEAS,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NEHO1,I_ILG-NEHO1,,,Nordic Energy House ApS,I,TRUE,EL NEH-G,NEH,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NITR1,I_ILG-NITR1,,,Nitor Energy A/S,I,TRUE,FR INTO UK,NIREX,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NORL1,I_ILG-NORL1,,,Norlys Energy Trading A/S,I,TRUE,NORLYS_ELL_P,NORLYS,0,2000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NTPL1,I_ILG-NTPL1,,,Northpool BV,I,TRUE,I_ILG-NTPL1,NORTHPL,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-NWAT1,I_ILG-NWAT1,,,Newatt S.r.l.,I,TRUE,Import in UK,ITNEWATT,0,50,P,0.0093431,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-OPMX1,I_ILG-OPMX1,,,Optimax Energy GmbH,I,TRUE,I_ILG-OPMX1,OPTIMAX,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-OUTL1,I_ILG-OUTL1,,,Outlook Energy Ltd,I,TRUE,I_ILG-OUTL1,OUTLOOK,0,2000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-PEAK1,I_ILG-PEAK1,,,Peak Gen Top Co Limited,I,TRUE,PGELECK Generation,PEAKGEN,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-PETC1,I_ILG-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,TRUE,PCIL FR TO UK ELECLINK,PETCHINA,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-PREP1,I_ILG-PREP1,,,Yuno Limited,I,TRUE,Prepay INTO UK,OPAL0516,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-PWMR1,I_ILG-PWMR1,,,PowerMart ApS,I,TRUE,ELECLINK IMPORT,POMA,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-QUAR1,I_ILG-QUAR1,,,Quark Energy Trading Limited,I,TRUE,ELECLINK GEN,QUARKET,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-RESP1,I_ILG-RESP1,,,RESPECT ENERGY S.A.,I,TRUE,RESA-ELC-IU,RESA,0,700,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
ILG-RISQ1,I_ILG-RISQ1,,,Risq Energy Limited,I,TRUE,RISQ to the UK,RISQ,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,ELECLINK,
