nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
AG-WSP00H,V__HWELS001,,,Welsh Power Group Limited,V,true,Welsh Power Southern 1,WELSHPOW,0.000,0.000,P,0.0135383,0.000,0.000,0.000,0.000,true,false,_H,Southern,
AG-WSP01K,V__KWELS001,,,Welsh Power Group Limited,V,true,Welsh Power South Wales 1,WELSHPOW,0.000,0.000,P,0.0070703,0.000,0.000,0.000,0.000,true,false,_K,South Wales,
AG-WSP02K,V__KWELS002,,,Welsh Power Group Limited,V,true,Welsh Power South Wales 2,WELSHPOW,0.000,0.000,P,0.0070703,0.000,0.000,0.000,0.000,true,false,_K,South Wales,
AG-WSP03H,V__HWELS002,,,Welsh Power Group Limited,V,true,Welsh Power Southern 2,WELSHPOW,0.000,0.000,P,0.0135383,0.000,0.000,0.000,0.000,true,false,_H,Southern,
AG-WSP04G,V__GWELS001,,,Welsh Power Group Limited,V,true,Welsh Power North West 1,WELSHPOW,0.000,0.000,P,-0.0031618,0.000,0.000,0.000,0.000,true,false,_G,North Western,
AG-WSP05D,V__DWELS001,,,Welsh Power Group Limited,V,true,MANWEB 1,WELSHPOW,0.000,0.000,P,0.0007899,0.000,0.000,0.000,0.000,true,false,_D,Merseyside and North Wales,
AG-WSP06D,V__DWELS002,,,Welsh Power Group Limited,V,true,MANWEB 2,WELSHPOW,0.000,0.000,P,0.0007899,0.000,0.000,0.000,0.000,true,false,_D,Merseyside and North Wales,
AG-ZEN03J,V__JZENO001,,,BESS Holdco 2 Limited,V,true,V__JZENO001,ZENOBE1,0.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,_J,South Eastern,
AG-ZEN06L,V__HBRIN003,,,BESS Holdco 2 Limited,V,true,V__HBRIN003,ZENOBE1,0.000,0.000,C,0.0232889,0.000,0.000,0.000,0.000,false,false,_H,Southern,
AG-ZEN7H,V__HZENO004,,,BESS Holdco 2 Limited,V,true,V__HZENO004,ZENOBE1,0.000,0.000,C,0.0199799,0.000,0.000,0.000,0.000,false,false,_H,Southern,
AIRSW-1,E_AIRSW-1,,WIND,ENGIE Power Limited,E,true,Airies,RWETDL,0.000,38.000,C,-0.0088069,0.000,0.000,15.200,15.200,true,false,_N,South Scotland,
AJERE000,2__AJERE000,,,Shell Energy UK Limited,G,false,2__AJERE000,AMPERE,0.000,0.000,C,0.0078652,0.000,0.000,0.000,0.000,false,false,_A,Eastern GSP Group,
AKGLD-2,T_AKGLD-2,,,Aikengall 2 CWCL,T,false,AIKENGALL II,AIK2CWCL,-0.500,0.000,C,-0.0096992,-0.030,-0.030,0.000,0.000,false,false,,,
AKGLW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
AKGLW-2,T_AKGLW-2,48W00000AKGLW-22,WIND,Aikengall 2 CWCL,T,true,AIKENGALL II,AIK2CWCL,-1.000,63.840,P,-0.0088069,-0.400,-0.400,25.536,25.536,true,false,,,
AKGLW-3,T_AKGLW-3,,WIND,AIK2A Sustainable Energy Ltd,T,true,AIKENGALL2A-W,AIK3CWCL,-1.000,163.400,P,-0.0088069,-0.400,-0.400,65.360,65.360,true,false,,,
ALCOA-1,E_ALCOA-1,,,Conrad Energy (Trading) Ltd,E,true,Alcoa,CONRAD,-1.100,40.500,C,0.0162007,-0.440,-0.440,16.200,16.200,true,false,_K,South Wales,
ANGLD-1,T_ANGLD-1,,,SSE Energy Supply Limited,T,false,Anglesey Aluminium Demand,SSE,0.000,0.000,C,0.0018786,0.000,0.000,0.000,0.000,false,false,,,
ANSUW-1,T_ANSUW-1,48W00000ANSUW-1E,WIND,Statkraft Markets Gmbh,T,true,An Suidhe 1,STATKRA1,-20.000,19.360,P,-0.0301340,-8.000,-8.000,7.744,7.744,true,false,,,
ARBRB-1,E_ARBRB-1,,OTHER,Octopus Energy Trading Limited,E,true,Arbroath Battery Storage,COPPER,-35.597,34.000,C,-0.0301340,-14.239,-14.239,13.600,13.600,true,false,_P,North Scotland,
ARCHW-1,T_ARCHW-1,48W10000ARCHW-1N,WIND,SP Renewables (UK) Limited,T,true,Arecleoch,SPCRE01,-3.000,114.000,P,-0.0088069,-1.200,-1.200,45.600,45.600,true,false,,,
ARNKB-1,E_ARNKB-1,,,Octopus Energy Trading Limited,E,true,AR0006-BLOX,COPPER,-41.620,41.660,P,0.0151602,-16.648,-16.648,16.664,16.664,true,false,_E,Midlands,
ARNKB-2,E_ARNKB-2,,,Flexitricity Limited,E,true,Hutton Battery Storage,FLEXTRCY,-9.391,49.000,C,0.0042196,-3.756,-3.756,19.600,19.600,true,false,_A,Eastern,
ASHWW-1,E_ASHWW-1,48W00000ASHWW-1Z,WIND,Statkraft Markets Gmbh,E,true,Andershaw Wind Farm,STATKRA1,-1.000,35.000,P,-0.0088069,-0.400,-0.400,14.000,14.000,true,false,_N,South Scotland,
ASLVW-1,E_ASLVW-1,,WIND,Npower Commercial Gas Limited,E,true,Assel Valley Wind Farm,NPOWER02,-6.000,26.000,C,-0.0088069,-2.400,-2.400,10.400,10.400,true,false,_N,South Scotland,
BABAW-1,E_BABAW-1,48W00000BABAW-13,WIND,Statkraft Markets Gmbh,E,true,Baillie Wind Farm,STATKRA1,-1.000,52.500,P,-0.0301340,-0.400,-0.400,21.000,21.000,true,false,_P,North Scotland,
BAGE-1,T_BAGE-1,48W000000BAGE-1L,CCGT,Baglan Operations Ltd,T,true,BAGE-1,BAGLAN,-12.000,500.000,P,0.0124353,-4.800,-4.800,200.000,200.000,true,false,,,
BAGE-2,T_BAGE-2,48W000000BAGE-2J,CCGT,Baglan Operations Ltd,T,true,BAGE-2,BAGLAN,-8.000,32.000,P,0.0124353,-3.200,-3.200,12.800,12.800,true,false,,,
BAGED-1,T_BAGED-1,,,Baglan Operations Ltd,T,false,Baglan Energy Park,BAGLAN,-10.000,0.000,P,0.0124353,-8.426,-8.426,0.000,0.000,false,true,,,
BAGTD-1,T_BAGTD-1,,,EDF Energy Customers Limited,T,true,T_BAGTD-1,LENCO,-6.000,0.000,C,-0.0088069,-1.740,-1.740,0.000,0.000,false,false,,,
BARNB-1,E_BARNB-1,,,Arenko Cleantech Limited,E,true,Hunningley Stairfoot BESS,AG,-40.602,40.383,C,-0.0051169,-16.241,-16.241,16.153,16.153,true,false,_M,Yorkshire,
BBPG01,2__BBPGM001,,,BP Gas Marketing Limited,S,true,2__BBPGM001,BPGAS,-8.480,10.190,C,0.0032790,-0.068,-0.109,0.082,0.131,false,false,_B,East Midlands,
BDCHW-1,T_BDCHW-1,,WIND,RWE Generation UK plc,T,true,Bad a Cheo Wind Farm,INNOGY01,-1.000,27.000,P,-0.0301340,-0.400,-0.400,10.800,10.800,true,false,,,
BEASC-1,T_BEASC-1,,,TINZ PROGRAMME 1 PROJECTCO 3,T,true,Black Hillock Sync Comp,BLACKH,-4.000,0.000,C,-0.0301340,-1.600,-1.600,0.000,0.000,false,false,,,
BEATO-1,T_BEATO-1,48W00000BEATO-1T,WIND,Beatrice Offshore Windfarm Ltd,T,true,Beatrice Offshore WF 1,BOWL001,-4.000,184.000,P,-0.0301340,-1.600,-1.600,73.600,73.600,true,false,,,
BEATO-2,T_BEATO-2,48W00000BEATO-2R,WIND,Beatrice Offshore Windfarm Ltd,T,true,Beatrice Offshore WF 2,BOWL001,-3.800,166.000,P,-0.0301340,-1.520,-1.520,66.400,66.400,true,false,,,
BEATO-3,T_BEATO-3,48W00000BEATO-3P,WIND,Beatrice Offshore Windfarm Ltd,T,true,Beatrice Offshore WF 3,BOWL001,-3.458,166.000,P,-0.0301340,-1.383,-1.383,66.400,66.400,true,false,,,
BEATO-4,T_BEATO-4,48W00000BEATO-4N,WIND,Beatrice Offshore Windfarm Ltd,T,true,Beatrice Offshore WF 4,BOWL001,-4.800,138.000,P,-0.0301340,-1.920,-1.920,55.200,55.200,true,false,,,
BEINW-1,T_BEINW-1,48W00000BEINW-1G,WIND,Beinneun Wind Farm Ltd,T,true,Beinneun Wind farm,BWF2016,-0.800,108.800,P,-0.0301340,-0.320,-0.320,43.520,43.520,true,false,,,
BENBW-1,T_BENBW-1,,WIND,Benbrack Wind Farm Limited,T,true,Benbrack WF,BENBW1,-1.000,67.000,P,-0.0088069,-0.400,-0.400,26.800,26.800,true,false,,,
BENBW-2,,,WIND,,,,,,,,,,,,,,false,false,,,
BENBW-3,,,WIND,,,,,,,,,,,,,,false,false,,,
BERKB-1,E_BERKB-1,,,SMS Energy Services Limited,E,false,Berkeley BESS,SMS1ENES,-50.000,50.000,C,0.0112507,-4.680,-4.680,4.680,4.680,false,false,_E,Midlands,
BETHW-1,E_BETHW-1,48W00000BETHW-1H,WIND,SP Renewables (UK) Limited,E,true,BETHW-1,SPCRE01,-5.700,29.750,P,-0.0301340,-2.280,-2.280,11.900,11.900,true,false,_P,North Scotland,
BFSE01,2__BFSEN005,,,F & S Energy Ltd.,S,true,2__BFSENOK5,FSE0001,-54.564,52.529,C,0.0067476,73.034,72.734,-70.310,-70.021,false,false,_B,East Midlands,
BGLAW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
BHLAW-1,T_BHLAW-1,48W00000BHLAW-15,WIND,SSE Generation Ltd,T,true,Bhlaraidh Windfarm 1,SSEGEN,-2.000,108.000,P,-0.0301340,-0.800,-0.800,43.200,43.200,true,false,,,
BHOLB-1,E_BHOLB-1,,,Tesla Motors Limited,E,true,Holes Bay Battery,TESLA,-7.426,7.120,P,0.0199799,-2.970,-2.970,2.848,2.848,true,false,_H,Southern,
BJERE000,2__BJERE000,,,Shell Energy UK Limited,G,false,2__BJERE000,AMPERE,0.000,0.000,C,0.0067476,0.000,0.000,0.000,0.000,false,false,_B,East Midlands,
BLARW-1,E_BLARW-1,,WIND,Erova Energy Limited,E,true,E_BLARW-1,EROVAIRL,0.000,35.000,C,-0.0301340,0.000,0.000,14.000,14.000,true,false,_P,North Scotland,
BLHLB-1,T_BLHLB-1,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLB-1,ZENOBE4,-51.040,50.000,C,-0.0301340,-4.777,-4.777,4.680,4.680,false,false,,,
BLHLB-2,T_BLHLB-2,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLB-2,ZENOBE4,-51.040,50.420,C,-0.0301340,-4.777,-4.777,4.719,4.719,false,false,,,
BLHLB-3,T_BLHLB-3,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLB-3,ZENOBE4,-54.000,54.000,C,-0.0301340,-5.054,-5.054,5.054,5.054,false,false,,,
BLHLB-4,T_BLHLB-4,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLB-4,ZENOBE4,-54.820,54.420,C,-0.0301340,-5.131,-5.131,5.094,5.094,false,false,,,
BLHLD-1,T_BLHLD-1,,,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLD-1,ZENOBE4,-1.500,0.423,C,-0.0301340,-0.537,-0.537,0.151,0.151,false,false,,,
BLHLD-2,T_BLHLD-2,,,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLD-2,ZENOBE4,-1.500,0.363,C,-0.0301340,-0.537,-0.537,0.130,0.130,false,false,,,
BLHLD-3,T_BLHLD-3,,,ZENOBE BLACKHILLOCK LIMITED,T,true,T_BLHLD-3,ZENOBE4,-1.500,0.367,C,-0.0301340,-0.537,-0.537,0.131,0.131,false,false,,,
BLKPB-1,E_BLKPB-1,,,Conrad Energy (Trading) Ltd,E,true,Blackpool,CONRAD,-25.604,25.300,C,-0.0048159,-10.242,-10.242,10.120,10.120,true,false,_G,North Western,
BLKWW-1,T_BLKWW-1,48W00000BLKWW-1L,WIND,Blackcraig Wind Farm Limited,T,true,Blackcraig Windfarm,BLK2017,-0.800,54.688,P,-0.0088069,-0.320,-0.320,21.875,21.875,true,false,,,
BLLA-1,T_BLLA-1,48W000000BLLA-1K,WIND,SP Renewables (UK) Limited,T,true,T_BLLA-1,SPCRE01,-3.000,118.000,P,-0.0088069,-1.200,-1.200,47.200,47.200,true,false,,,
BLLA-2,T_BLLA-2,48W000000BLLA-2I,WIND,SP Renewables (UK) Limited,T,true,Black Law Windfarm Extension,SPCRE01,-2.500,69.000,P,-0.0088069,-1.000,-1.000,27.600,27.600,true,false,,,
BLPFB-1,T_BLPFB-1,,,EDF Energy Customers Limited,T,true,Bulphan Fen Warley Green BESS,LENCO,-50.000,50.000,C,0.0042196,-4.680,-4.680,4.680,4.680,false,false,,,
BNAKW-1,,48W00000BNAKW-1G,WIND,,,,,,,,,,,,,,false,false,,,
BNWKW-1,E_BNWKW-1,48W00000BNWKW-1W,WIND,Eneco Energy Trade,E,true,Burn of Whilk Windfarm,ENECOUK,-0.100,22.500,P,-0.0301340,-0.040,-0.040,9.000,9.000,true,false,_P,North Scotland,
BOULW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
BOWLW-1,T_BOWLW-1,48W00000BOWLW-1K,WIND,Barrow Offshore Wind Limited,T,true,Barrow Offshore Wind,DONG009,-2.000,90.000,P,-0.0048159,-0.800,-0.800,36.000,36.000,true,false,,,
BOYNW-1,,48W00000BOYNW-1Z,WIND,,,,,,,,,,,,,,false,false,,,
BPGRD-1,T_BPGRD-1,,,Grangemouth CHP Ltd,T,true,T_BPGRD-1,GCHP,-120.000,0.000,P,-0.0160326,-48.000,-48.000,0.000,0.000,true,false,,,
BPGRD-2,T_BPGRD-2,,,Smartestenergy Limited,T,true,T_BPGRD-2,SMARTEST,-82.882,0.000,C,-0.0088069,-52.257,-52.257,0.000,0.000,false,false,,,
BRBEO-1,T_BRBEO-1,48W00000BRBEO-17,WIND,Burbo Extension Limited,T,true,BURBO_EXTENSION,DONG010,-5.000,257.700,P,0.0013166,-2.000,-2.000,103.080,103.080,true,false,,,
BRCHS-1,T_BRCHS-1,,OTHER,Burwell 11 Solar Ltd,T,true,T_BRCHS-1,BREACHS1,-1.612,50.000,C,0.0042196,-0.645,-0.645,20.000,20.000,true,false,,,
BRDUW-1,E_BRDUW-1,48W00000BRDUW-1V,WIND,Erova Energy Limited,E,true,Braes of Doune,EROVAIRL,-1.000,74.000,C,-0.0301340,-0.400,-0.400,29.600,29.600,true,false,_P,North Scotland,
BREDB-1,T_BREDB-1,,,Pivoted Power LLP,T,true,BREDBURY BESS,PIVOT,-57.000,49.900,C,-0.0048159,-22.800,-22.800,19.960,19.960,true,false,,,
BRGDG-1,2__MCNDL001,,,NEAS Energy Ltd.,S,true,Brigg DG,CNDA,0.000,49.000,C,-0.0051169,0.000,0.000,4.400,4.400,false,false,_M,Yorkshire,
BRGG-1,E_BRGG-1,48W000000BRGG-1M,CCGT,CBS ENERGY STORAGE ASSETS LTD,E,true,Glanford Brigg,REGPOWER,-5.000,50.000,C,-0.0079685,-2.000,-2.000,20.000,20.000,true,false,_M,Yorkshire,
BRIDU-1,E_BRIDGWTR,,,UK Power Reserve Limited,E,true,Bridgwater Power Station,UKPR,0.000,10.180,C,0.0214735,0.000,0.000,4.072,4.072,true,false,_L,South Western,
BRNLW-1,E_BRNLW-1,,,ENGIE Power Limited,E,true,Brownieleys,RWETDL,-0.080,7.500,C,-0.0301340,-0.032,-0.032,3.000,3.000,true,false,_P,North Scotland,
BROAB-1,E_BROAB-1,,,Tesla Motors Limited,E,true,Broadditch Battery,TESLA,-11.000,11.000,P,0.0120522,-4.400,-4.400,4.400,4.400,true,false,_J,South Eastern,
BROCW-1,T_BROCW-1,,WIND,Smartestenergy Limited,T,true,Broken Cross WF,SMARTEST,-1.000,48.000,C,-0.0088069,-0.400,-0.400,19.200,19.200,true,false,,,
BROFB-1,E_BROFB-1,,,Arenko Cleantech Limited,E,false,Brook Farm BESS,AG,-50.000,50.000,C,0.0042196,-1.680,-1.680,1.680,1.680,false,false,_A,Eastern,
BROUD-1,E_BROUD-1,,,Npower Commercial Gas Limited,E,true,E_BROUD-1,NPOWER02,-110.000,0.000,C,-0.0051169,-52.800,-52.800,0.000,0.000,false,false,_M,Yorkshire,
BROXB-1,E_BROXB-1,,OTHER,ENGIE Power Limited,E,true,BroxburnBattery,RWETDL,-50.000,50.000,P,-0.0088069,-20.000,-20.000,20.000,20.000,true,false,_N,South Scotland,
BRYBW-1,E_BRYBW-1,48W00000BRYBW-10,WIND,Statkraft Markets Gmbh,E,true,Berry Burn Wind Farm,STATKRA1,0.000,62.708,P,-0.0301340,0.000,0.000,25.083,25.083,true,false,_P,North Scotland,
BSPHM-1,E_BSPHM-1,,,Conrad Energy (Trading) Ltd,E,true,Bispham,CONRAD,0.000,20.000,C,-0.0048159,0.000,0.000,8.000,8.000,true,false,_G,North Western,
BTNHL-1,E_BTNHL-1,,,Conrad Energy (Trading) Ltd,E,false,Barton Hill,CONRAD,-1.000,20.920,C,0.0214735,-0.056,-0.056,1.174,1.174,false,false,_L,South Western,
BTUIW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
BTUIW-2,E_BTUIW-2,48W00000BTUIW-2A,WIND,SP Renewables (UK) Limited,E,true,Beinn An Tuirc 2,SPCRE01,-2.330,43.700,P,-0.0301340,-0.932,-0.932,17.480,17.480,true,false,_P,North Scotland,
BTUIW-3,E_BTUIW-3,,WIND,SP Renewables (UK) Limited,E,true,Beinn an Tuirc III Windfarm,SPCRE01,-1.000,52.000,P,-0.0301340,-0.400,-0.400,20.800,20.800,true,false,_P,North Scotland,
BURBW-1,E_BURBO,48W00000BURBW-1L,WIND,Orsted Burbo (UK) Limited,E,true,Burbo Offshore Wind,DONG001,-2.000,90.000,P,0.0013166,-0.800,-0.800,36.000,36.000,true,false,_D,Merseyside North Wales,
BURGH-1,E_BURGH-1,,,SSEPG (Operations) Ltd,E,true,Burghfield Power Station,SSEPGO,-1.000,48.000,P,0.0199799,-0.400,-0.400,19.200,19.200,true,false,_H,Southern,
BURWB-1,E_BURWB-1,,OTHER,Arenko Cleantech Limited,E,true,Burwell Weirs Drove BESS,AG,-50.861,50.533,C,0.0042196,-20.344,-20.344,20.213,20.213,true,false,_A,Eastern,
BURWS-1,T_BURWS-1,48W00000BURWS-16,OTHER,EDF Energy Customers Limited,T,true,Beechgreen Energy Farm,LENCO,-2.000,52.000,C,0.0042196,-0.800,-0.800,20.800,20.800,true,false,,,
BUSTB-1,T_BUSTB-1,,,Pivoted Power LLP,T,true,Pivot Power Bustleholme,PIVOT,-57.000,52.237,C,0.0151602,-22.800,-22.800,20.895,20.895,true,false,,,
BUXTB-1,2__GCMRO001,,,BGI Trading Limited,S,true,2__GCMRO001,CAMARO,-16.000,16.000,C,-0.0048159,-0.259,-0.152,0.259,0.152,false,false,_G,North Western,
BYBRB-1,2__NCPPR001,,,Octopus Energy Trading Limited,S,true,Byers Brae,COPPER,-30.000,30.000,C,-0.0088069,-11.061,-9.807,11.061,9.807,false,false,_N,South Scotland,
CAIRW-2,2__PSTAT001,48W00000CAIRW-2E,WIND,Statkraft Markets Gmbh,S,true,STAT P2 North Scotland,STATKRA1,0.000,42.000,C,-0.0301340,0.000,0.000,7.980,7.980,true,false,_P,North Scotland,
CAPNB-1,T_CAPNB-1,48W00000CAPNB-14,,HD888CAP Ltd,T,true,Capenhurst,CESCAP01,-57.000,57.000,P,0.0013166,-2.280,-22.800,2.280,22.800,true,false,,,
CARR-1,T_CARR-1,48W000000CARR-1I,CCGT,Carrington Power Ltd,T,true,Carrington Power Ltd - Unit 1,CARRINGT,-10.000,470.000,P,0.0013166,-4.000,-4.000,188.000,188.000,true,false,,,
CARR-2,T_CARR-2,48W000000CARR-2G,CCGT,Carrington Power Ltd,T,true,Carrington Power Ltd - Unit 2,CARRINGT,-11.400,470.000,P,0.0013166,-4.560,-4.560,188.000,188.000,true,false,,,
CAS-BEU01,M_CAS-BEU01,48W000CAS-BEU01F,NPSHYD,SSE Generation Ltd,T,true,Beauly Cascade,SSEGEN,0.000,93.514,P,-0.0301340,0.000,0.000,37.406,37.406,true,false,,,
CAS-CLU01,M_CAS-CLU01,48W000CAS-CLU01B,NPSHYD,SSE Generation Ltd,T,true,Clunie Cascade,SSEGEN,-0.040,76.200,P,-0.0301340,-0.016,-0.016,30.480,30.480,true,false,,,
CAS-CON01,M_CAS-CON01,48W000CAS-CON01O,NPSHYD,SSE Generation Ltd,T,true,Conon Cascade,SSEGEN,-1.846,95.226,P,-0.0301340,-0.738,-0.738,38.090,38.090,true,false,,,
CAS-GAR01,M_CAS-GAR01,48W000CAS-GAR01H,NPSHYD,SSE Generation Ltd,T,true,Garry Cascade,SSEGEN,-0.840,40.000,P,-0.0301340,-0.336,-0.336,16.000,16.000,true,false,,,
CAS-KIL01,M_CAS-KIL01,48W000CAS-KIL01E,NPSHYD,SSE Generation Ltd,T,true,Killin Cascade,SSEGEN,0.000,70.000,P,-0.0301340,0.000,0.000,28.000,28.000,true,false,,,
CAS-MOR01,M_CAS-MOR01,48W000CAS-MOR01M,NPSHYD,SSE Generation Ltd,T,true,Moriston Cascade,SSEGEN,0.000,74.000,P,-0.0301340,0.000,0.000,29.600,29.600,true,false,,,
CASKD-1,T_CASKD-1,,,INOVYN Energy Limited,T,true,Castner Kellner,IMPX,-240.000,70.000,P,0.0013166,-96.000,-96.000,28.000,28.000,true,false,,,
CATHB-1,E_CATHB-1,,OTHER,ENGIE Power Limited,E,true,CathkinBattery,RWETDL,-49.900,49.900,P,-0.0088069,-19.960,-19.960,19.960,19.960,true,false,_N,South Scotland,
CAUSW-1,2__PSMAE001,48W00000CAUSW-1D,WIND,Smartestenergy Limited,S,true,2__PSMAE001,SMARTEST,0.000,0.000,C,-0.0301340,0.000,0.000,0.000,0.000,false,false,_P,North Scotland,
CBSDIS03M,V__MCEND002,,,Centrica Business Solutions UK,V,true,Allen Diesels,CENDEPUK,0.000,0.000,P,-0.0053144,0.000,0.000,0.000,0.000,true,false,_M,Yorkshire,
CDCL-1,T_CDCL-1,48W000000CDCL-1P,CCGT,Uniper UK Limited,T,true,T_CDCL-1,EECL,-12.000,445.000,P,0.0073472,-4.800,-4.800,178.000,178.000,true,false,,,
CDWTW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
CGTHW-1,T_CGTHW-1,48W00000CGTHW-1W,WIND,Corriegarth Wind Energy LTD,T,true,Corriegarth WF,CRGTHW,-0.432,69.000,P,-0.0301340,-0.173,-0.173,27.600,27.600,true,false,,,
CHAPB-1,E_CHAPB-1,,,Tesla Motors Limited,E,true,Chapel Farm BESS,TESLA,-50.210,50.169,P,0.0042196,-20.084,-20.084,20.068,20.068,true,false,_A,Eastern,
CHICK-1,E_CHICK-1,,,SSEPG (Operations) Ltd,E,true,Chickerell Power Station,SSEPGO,-1.000,48.000,P,0.0199799,-0.400,-0.400,19.200,19.200,true,false,_H,Southern,
CHTRY-1,E_CHTRY-1,,,Conrad Energy (Trading) Ltd,E,true,Chatterley,CONRAD,0.000,20.000,C,0.0151602,0.000,0.000,8.000,8.000,true,false,_E,Midlands,
CJERE000,2__CJERE000,,,Shell Energy UK Limited,G,false,2__CJERE000,AMPERE,0.000,0.000,C,0.0282503,0.000,0.000,0.000,0.000,false,false,_C,London,
CLAC-1,E_CLAC-1,48W000000CLAC-1N,NPSHYD,SSE Generation Ltd,E,true,Clachan G1,SSEGEN,-0.226,43.380,P,-0.0301340,-0.090,-0.090,17.352,17.352,true,false,_P,North Scotland,
CLACD-1,T_CLACD-1,,,SSE Generation Ltd,T,false,Clachan Station Demand,SSEGEN,-0.100,0.000,C,-0.0301340,-0.022,-0.022,0.000,0.000,false,false,,,
CLAYB-1,E_CLAYB-1,,,Tesla Motors Limited,E,true,ClayTye Farm 1 Battery Storage,TESLA,-49.500,49.500,P,0.0042196,-19.800,-19.800,19.800,19.800,true,false,_A,Eastern,
CLAYB-2,E_CLAYB-2,,,Tesla Motors Limited,E,true,ClayTye Farm 2 Battery Storage,TESLA,-49.500,49.500,P,0.0042196,-19.800,-19.800,19.800,19.800,true,false,_A,Eastern,
CLDCW-1,T_CLDCW-1,48W00000CLDCW-17,WIND,Clyde Windfarm (Scotland) Ltd,T,true,Clyde Central,CWSL,-5.000,200.000,P,-0.0088069,-2.000,-2.000,80.000,80.000,true,false,,,
CLDNW-1,T_CLDNW-1,48W00000CLDNW-1Q,WIND,Clyde Windfarm (Scotland) Ltd,T,true,Clyde North,CWSL,-5.000,200.000,P,-0.0088069,-2.000,-2.000,80.000,80.000,true,false,,,
CLDRW-1,E_CLDRW-1,48W00000CLDRW-16,WIND,Vattenfall Energy Trading,E,true,CLDRW-1,VTS,0.000,38.000,C,-0.0301340,0.000,0.000,15.200,15.200,true,false,_P,North Scotland,
CLDSW-1,T_CLDSW-1,48W00000CLDSW-11,WIND,Clyde Windfarm (Scotland) Ltd,T,true,Clyde South,CWSL,-5.000,150.000,P,-0.0088069,-2.000,-2.000,60.000,60.000,true,false,,,
CLFLW-1,E_CLFLW-1,48W00000CLFLW-1O,WIND,SP Renewables (UK) Limited,E,true,Clachan Flats,SPCRE01,-2.000,15.000,P,-0.0301340,-0.800,-0.800,6.000,6.000,true,false,_P,North Scotland,
CLVHS-1,T_CLVHS-1,48W00000CLVHS-11,OTHER,Cleve Hill Solar Park,T,true,Cleve Hill Solar 1,CHSP2024,-0.600,112.000,P,0.0120522,-0.240,-0.240,44.800,44.800,true,false,,,
CLVHS-2,T_CLVHS-2,48W00001CLVHS-2R,OTHER,Cleve Hill Solar Park,T,true,Cleve Hill Solar 2,CHSP2024,-2.000,205.000,P,0.0120522,-0.800,-0.800,82.000,82.000,true,false,,,
CMSTW-1,2__PEDGE003,,WIND,Edgware Energy Limited,S,true,2__PEDGE003,EDGWARE,0.000,50.000,C,-0.0301340,0.000,0.000,16.535,16.535,false,false,_P,North Scotland,
CNCLW-1,E_CNCLW-1,,WIND,Statkraft Markets Gmbh,E,true,Coire Na Cloiche WF,STATKRA1,0.000,30.520,P,-0.0301340,0.000,0.000,12.208,12.208,true,false,_P,North Scotland,
CNQPS-1,T_CNQPS-1,48W00000CNQPS-1E,CCGT,Uniper UK Limited,T,true,T_CNQPS-1,EECL,-20.000,351.162,P,0.0013166,-8.000,-8.000,140.465,140.465,true,false,,,
CNQPS-2,T_CNQPS-2,48W00000CNQPS-2C,CCGT,Uniper UK Limited,T,true,T_CNQPS-2,EECL,-20.000,352.000,P,0.0013166,-8.000,-8.000,140.800,140.800,true,false,,,
CNQPS-3,T_CNQPS-3,48W00000CNQPS-3A,CCGT,Uniper UK Limited,T,true,T_CNQPS-3,EECL,-20.000,350.000,P,0.0013166,-8.000,-8.000,140.000,140.000,true,false,,,
CNQPS-4,T_CNQPS-4,48W00000CNQPS-48,CCGT,Uniper UK Limited,T,true,T_CNQPS-4,EECL,-20.000,356.000,P,0.0013166,-8.000,-8.000,142.400,142.400,true,false,,,
CONTB-1,E_CONTB-1,,,Tesla Motors Limited,E,true,Contego Battery,TESLA,-34.445,35.800,P,0.0120522,-13.778,-13.778,14.320,14.320,true,false,_J,South Eastern,
CORB-1,E_CORB-1,48W000000CORB-1Z,CCGT,CORBY POWER LIMITED,E,true,CORBY POWER LIMITED,CORBY,-0.100,240.000,P,0.0073472,-0.040,-0.040,96.000,96.000,true,false,_B,East Midlands,
CORY-1,,,CCGT,,,,,,,,,,,,,,false,false,,,
COSO-1,T_COSO-1,48W000000COSO-1F,CCGT,Coryton Energy Company Ltd,T,true,Coryton Power Station,CECL,-16.835,800.000,P,0.0042196,-6.734,-6.734,320.000,320.000,true,false,,,
