nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
HUMR-1,T_HUMR-1,48W100000HUMR-1N,CCGT,VPI Immingham LLP,T,TRUE,HUMR-1,ICHPLLP,-30,1283,P,0.0044623,-12,-12,513.2,513.2,TRUE,FALSE,,,
PEHE-1,T_PEHE-1,48W000000PEHE-15,CCGT,SSE Thermal Generation,T,TRUE,Peterhead Block 1,SSETGSL,0,1200,P,-0.0560366,0,0,480,480,TRUE,FALSE,,,
SPLN-1,T_SPLN-1,48W000000SPLN-1A,CCGT,Spalding Energy Company Ltd,T,TRUE,Spalding Power Station,SPAL,-10,950,P,0.0149883,-4,-4,380,380,TRUE,FALSE,,,
MRWD-1,T_MRWD-1,48W000000MRWD-1P,CCGT,Marchwood Power Limited,T,TRUE,Marchwood Power Ltd,MPL,-15,920,P,0.0225389,-6,-6,368,368,TRUE,FALSE,,,
STH-TFE01,2__HTGPL000,,,TotalEnergies Gas & Power Ltd,G,TRUE,2__HTGPL000,TFEGP,-257.229,912.53,C,0.0225389,-127.303,-82.982,451.611,294.382,FALSE,FALSE,_H,Southern,
LAGA-1,T_LAGA-1,48W000000LAGA-14,CCGT,EP UK INVESTMENTS LIMITED,T,TRUE,Langage Power Station,EPUKI,-30,905,P,0.024847,-12,-12,362,362,TRUE,FALSE,,,
KEAD-2,T_KEAD-2,48W000000KEAD-23,CCGT,Keadby Generation Limited,T,TRUE,Keadby-2 Main,KGL,-20,887.26,P,0.0044623,-8,-8,354.904,354.904,TRUE,FALSE,,,
SUTB-1,T_SUTB-1,48W000000SUTB-1P,CCGT,SUTTON BRIDGE POWER GENERATION,T,TRUE,BMUid for Sutton Bridge Power,SUTTBRGE,-8,850,P,0.0083715,-3.2,-3.2,340,340,TRUE,FALSE,,,
SEAB-1,T_SEAB-1,48W000000SEAB-1V,CCGT,Seabank Power Limited,T,TRUE,Seabank Power Module,SEABANK,-11,830,P,0.024847,-4.4,-4.4,332,332,TRUE,FALSE,,,
SHBA-1,T_SHBA-1,48W000000SHBA-1C,CCGT,EP UK INVESTMENTS LIMITED,T,TRUE,SOUTH HUMBER BANK P/S PHASE 1,EPUKI,-10,821.4,P,0.0044623,-4,-4,328.56,328.56,TRUE,FALSE,,,
DAMC-1,T_DAMC-1,48W000000DAMC-1M,CCGT,VPI Power Limited,T,TRUE,Damhead Creek Ltd.,SPGEN01,-12,820,P,0.0136162,-4.8,-4.8,328,328,TRUE,FALSE,,,
ROCK-1,T_ROCK-1,48W000000ROCK-16,CCGT,Rocksavage Power Company Ltd,T,TRUE,Rocksavage Power Station,RPCL,-13.2,810,P,0.01133,-5.28,-5.28,324,324,TRUE,FALSE,,,
COSO-1,T_COSO-1,48W000000COSO-1F,CCGT,Coryton Energy Company Ltd,T,TRUE,Coryton Power Station,CECL,-16.835,800,P,0.0083715,-6.734,-6.734,320,320,TRUE,FALSE,,,
DIDCB5,T_DIDCB5,48W000000DIDCB5C,CCGT,RWE Generation UK plc,T,TRUE,Didcot B main unit 5,INNOGY01,-10,770,P,0.0225389,-4,-4,308,308,TRUE,FALSE,,,
KEAD-1,T_KEAD-1,48W000000KEAD-15,CCGT,Keadby Generation Limited,T,TRUE,KGL CCGT 1,KGL,-11,764,P,0.0044623,-4.4,-4.4,305.6,305.6,TRUE,FALSE,,,
LBAR-1,T_LBAR-1,48W000000LBAR-1Y,CCGT,RWE Generation UK plc,T,TRUE,Little Barford main unit 1,INNOGY01,-20,750,P,0.0083715,-8,-8,300,300,TRUE,FALSE,,,
MEDP-1,T_MEDP-1,48W000000MEDP-12,CCGT,Medway Power Ltd,T,TRUE,Medway Power,MEDWAY,-20,750,P,0.0136162,-8,-8,300,300,TRUE,FALSE,,,
RYHPS-1,T_RYHPS-1,48W00000RYHPS-1J,CCGT,VPI Power Limited,T,TRUE,T_RYHPS-1,SPGEN01,-15,720.98,P,0.0083715,-6,-6,288.392,288.392,TRUE,FALSE,,,
DIDCB6,T_DIDCB6,48W000000DIDCB6A,CCGT,RWE Generation UK plc,T,TRUE,Didcot B main unit 6,INNOGY01,-10,720,P,0.0225389,-4,-4,288,288,TRUE,FALSE,,,
TORN-2,T_TORN-2,48W000000TORN-2E,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Torness Generator 2,BEGL001,-35,700,P,-0.0377779,-14,-14,280,280,TRUE,FALSE,,,
DRAXX-2,T_DRAXX-2,48W00000DRAXX-2C,BIOMASS,Drax Power Ltd,T,TRUE,T_DRAXX-2,DRAX,-25.26,669.4,P,0.0044623,-10.104,-10.104,267.76,267.76,TRUE,FALSE,,,
DRAXX-1,T_DRAXX-1,48W00000DRAXX-1E,BIOMASS,Drax Power Ltd,T,TRUE,T_DRAXX-1,DRAX,0,665.248,P,0.0044623,0,0,266.099,266.099,TRUE,FALSE,,,
DRAXX-3,T_DRAXX-3,48W00000DRAXX-3A,BIOMASS,Drax Power Ltd,T,TRUE,T_DRAXX-3,DRAX,-32.241,661.4,P,0.0044623,-12.896,-12.896,264.56,264.56,TRUE,FALSE,,,
HEYM27,T_HEYM27,48W000000HEYM27Y,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 2 Generator 7,BEGL001,-27.008,660,P,0.0039537,-10.803,-10.803,264,264,TRUE,FALSE,,,
HEYM28,T_HEYM28,48W000000HEYM28W,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 2 Generator 8,BEGL001,-25,660,P,0.0039537,-10,-10,264,264,TRUE,FALSE,,,
TORN-1,T_TORN-1,48W000000TORN-1G,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Torness Generator 1,BEGL001,-35,652,P,-0.0377779,-14,-14,260.8,260.8,TRUE,FALSE,,,
DRAXX-4,T_DRAXX-4,48W00000DRAXX-48,BIOMASS,Drax Power Ltd,T,TRUE,T_DRAXX-4,DRAX,-32.48,645,P,0.0044623,-12.992,-12.992,258,258,TRUE,FALSE,,,
DRAXX-5,T_DRAXX-5,48W00000DRAXX-56,COAL,Drax Power Ltd,T,TRUE,T_DRAXX-5,DRAX,0,645,P,0.0044623,0,0,258,258,TRUE,FALSE,,,
DRAXX-6,T_DRAXX-6,48W00000DRAXX-64,COAL,Drax Power Ltd,T,TRUE,T_DRAXX-6,DRAX,-31.945,645,P,0.0044623,-12.778,-12.778,258,258,TRUE,FALSE,,,
SIZB-1,T_SIZB-1,48W000000SIZB-1U,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Sizewell B Genrator 1,BEGL001,-20,630,P,0.0083715,-8,-8,252,252,TRUE,FALSE,,,
SIZB-2,T_SIZB-2,48W000000SIZB-2S,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Sizewell B Genrator 2,BEGL001,-20,630,P,0.0083715,-8,-8,252,252,TRUE,FALSE,,,
HRTL-1,T_HRTL-1,48W000000HRTL-16,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hartlepool Generator 1,BEGL001,-45,620,P,-0.0004839,-18,-18,248,248,TRUE,FALSE,,,
HRTL-2,T_HRTL-2,48W000000HRTL-24,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hartlepool Generator 2,BEGL001,-47.928,620,P,-0.0004839,-19.171,-19.171,248,248,TRUE,FALSE,,,
HEYM11,T_HEYM11,48W000000HEYM11C,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 1 Generator 1,BEGL001,-45,610,P,0.0039537,-18,-18,244,244,TRUE,FALSE,,,
HEYM12,T_HEYM12,48W000000HEYM12A,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 1 Generator 2,BEGL001,-47,585,P,0.0039537,-18.8,-18.8,234,234,TRUE,FALSE,,,
SHBA-2,T_SHBA-2,48W000000SHBA-2A,CCGT,EP UK INVESTMENTS LIMITED,T,TRUE,SOUTH HUMBER BANK P/S PHASE 2,EPUKI,-10,580,P,0.0044623,-4,-4,232,232,TRUE,FALSE,,,
HUNB-7,T_HUNB-7,48W000000HUNB-79,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hunterston B Generator 7,BEGL001,0,510,P,-0.0070039,0,0,204,204,TRUE,FALSE,,,
HUNB-8,T_HUNB-8,48W000000HUNB-87,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hunterston B Generator 8,BEGL001,0,510,P,-0.0070039,0,0,204,204,TRUE,FALSE,,,
WBUPS-2,T_WBUPS-2,48W00000WBUPS-2N,COAL,EDF Energy (Thermal Generation,T,TRUE,West Burton Unit 02,WBURTONB,-30,503.7,P,0.0091936,-12,-12,201.48,201.48,TRUE,FALSE,,,
WBUPS-3,T_WBUPS-3,48W00000WBUPS-3L,COAL,EDF Energy (Thermal Generation,T,TRUE,West Burton Unit 03,WBURTONB,-30,503,P,0.0091936,-12,-12,201.2,201.2,TRUE,FALSE,,,
BAGE-1,T_BAGE-1,48W000000BAGE-1L,CCGT,Baglan Operations Ltd,T,TRUE,BAGE-1,BAGLAN,-12,500,P,0.0124353,-4.8,-4.8,200,200,TRUE,FALSE,,,
WBUPS-4,T_WBUPS-4,48W00000WBUPS-4J,COAL,EDF Energy (Thermal Generation,T,TRUE,West Burton Unit 04,WBURTONB,-30,489,P,0.0091936,-12,-12,195.6,195.6,TRUE,FALSE,,,
WBUPS-1,T_WBUPS-1,48W00000WBUPS-1P,COAL,EDF Energy (Thermal Generation,T,TRUE,West Burton Unit 01,WBURTONB,-30,484,P,0.0091936,-12,-12,193.6,193.6,TRUE,FALSE,,,
PEMB-11,T_PEMB-11,48W00000PEMB-11T,CCGT,RWE Generation UK plc,T,TRUE,Pembroke Unit 11,INNOGY01,-15,475,P,0.0211515,-6,-6,190,190,TRUE,FALSE,,,
PEMB-21,T_PEMB-21,48W00000PEMB-21Q,CCGT,RWE Generation UK plc,T,TRUE,Pembroke Unit 21,INNOGY01,-15,475,P,0.0211515,-6,-6,190,190,TRUE,FALSE,,,
PEMB-31,T_PEMB-31,48W00000PEMB-31N,CCGT,RWE Generation UK plc,T,TRUE,Pembroke Unit 31,INNOGY01,-15,475,P,0.0211515,-6,-6,190,190,TRUE,FALSE,,,
PEMB-41,T_PEMB-41,48W00000PEMB-41K,CCGT,RWE Generation UK plc,T,TRUE,Pembroke Unit 41,INNOGY01,-15,475,P,0.0211515,-6,-6,190,190,TRUE,FALSE,,,
PEMB-51,T_PEMB-51,48W00000PEMB-51H,CCGT,RWE Generation UK plc,T,TRUE,Pembroke Unit 51,INNOGY01,-15,475,P,0.0211515,-6,-6,190,190,TRUE,FALSE,,,
CARR-1,T_CARR-1,48W000000CARR-1I,CCGT,Carrington Power Ltd,T,TRUE,Carrington Power Ltd - Unit 1,CARRINGT,-10,470,P,0.01133,-4,-4,188,188,TRUE,FALSE,,,
CARR-2,T_CARR-2,48W000000CARR-2G,CCGT,Carrington Power Ltd,T,TRUE,Carrington Power Ltd - Unit 2,CARRINGT,-11.4,470,P,0.01133,-4.56,-4.56,188,188,TRUE,FALSE,,,
WBURB-1,T_WBURB-1,48W00000WBURB-19,CCGT,West Burton B Limited,T,TRUE,West Burton B Unit 1,WESTBURB,-60,470,P,0.0149883,-24,-24,188,188,TRUE,FALSE,,,
WBURB-2,T_WBURB-2,48W00000WBURB-27,CCGT,West Burton B Limited,T,TRUE,West Burton B Unit 2,WESTBURB,-7.56,470,P,0.0149883,-3.024,-3.024,188,188,TRUE,FALSE,,,
WBURB-3,T_WBURB-3,48W00000WBURB-35,CCGT,West Burton B Limited,T,TRUE,West Burton B Unit 3,WESTBURB,-60,470,P,0.0149883,-24,-24,188,188,TRUE,FALSE,,,
GRAI-6,T_GRAI-6,48W100000GRAI-6N,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-6,EECL,-14,468,P,0.0136162,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,
GRAI-7,T_GRAI-7,48W000000GRAI-7Y,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-7,EECL,-14,468,P,0.0136162,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,
GRAI-8,T_GRAI-8,48W000000GRAI-8W,CCGT,Uniper UK Limited,T,TRUE,T_GRAI-8,EECL,-14,468,P,0.0136162,-5.6,-5.6,187.2,187.2,TRUE,FALSE,,,
STAY-1,T_STAY-1,48W000000STAY-1Y,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 1,INNOGY01,-15,464,P,0.0149883,-6,-6,185.6,185.6,TRUE,FALSE,,,
STAY-2,T_STAY-2,48W000000STAY-2W,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 2,INNOGY01,-15,464,P,0.0149883,-6,-6,185.6,185.6,TRUE,FALSE,,,
STAY-3,T_STAY-3,48W000000STAY-3U,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 3,INNOGY01,-15,464,P,0.0149883,-6,-6,185.6,185.6,TRUE,FALSE,,,
STAY-4,T_STAY-4,48W000000STAY-4S,CCGT,RWE Generation UK plc,T,TRUE,Staythorpe Unit 4,INNOGY01,-15,464,P,0.0149883,-6,-6,185.6,185.6,TRUE,FALSE,,,
SHOS-1,E_SHOS-1,48W000000SHOS-1N,CCGT,VPI Power Limited,E,TRUE,Shoreham Power Station,SPGEN01,-16,460,P,0.0136162,-6.4,-6.4,184,184,TRUE,FALSE,_J,South Eastern,
CDCL-1,T_CDCL-1,48W000000CDCL-1P,CCGT,Uniper UK Limited,T,TRUE,T_CDCL-1,EECL,-12,445,P,0.0149883,-4.8,-4.8,178,178,TRUE,FALSE,,,
EECL-1,T_EECL-1,48W000000EECL-15,CCGT,Uniper UK Limited,T,TRUE,Enfield Energy Centre Ltd BMU1,EECL,-14.171,444,P,0.0237933,-5.668,-5.668,177.6,177.6,TRUE,FALSE,,,
HOWBO-1,T_HOWBO-1,48W00000HOWBO-3H,WIND,Breesea Limited,T,TRUE,HORNSEA_WF_2A,ORSTED01,-8.741,440,P,0.0044623,-3.496,-3.496,176,176,TRUE,FALSE,,,
HOWBO-2,T_HOWBO-2,48W00000HOWBO-2F,WIND,Sonningmay Wind Limited,T,TRUE,HORNSEA_WF_2B,ORSTED02,-5.805,440,P,0.0044623,-2.322,-2.322,176,176,TRUE,FALSE,,,
HOWBO-3,T_HOWBO-3,48W00000HOWBO-3D,WIND,Soundmark Wind Limited,T,TRUE,HORNSEA_WF_2C,ORSTED03,-5.346,440,P,0.0044623,-2.138,-2.138,176,176,TRUE,FALSE,,,
SOKYW-1,T_SOKYW-1,,WIND,South Kyle Wind Farm Limited,T,TRUE,South Kyle Wind Farm,GBSKYL,-2,426.916,P,-0.0377779,-0.8,-0.8,170.766,170.766,TRUE,FALSE,,,
SVRP-10,T_SVRP-10,48W00000SVRP-10A,CCGT,Severn Power Limited,T,TRUE,Dong Energy Severn Power Ut 10,DONGSVR,-9,425,P,0.0211515,-3.6,-3.6,170,170,TRUE,FALSE,,,
SVRP-20,T_SVRP-20,48W00000SVRP-207,CCGT,Severn Power Limited,T,TRUE,Dong Energy Severn Power Ut 20,DONGSVR,-9,425,P,0.0211515,-3.6,-3.6,170,170,TRUE,FALSE,,,
GYAR-1,E_GYAR-1,48W000000GYAR-15,CCGT,RWE Generation UK plc,E,TRUE,Great Yarmouth Power Limited,INNOGY01,-18,420,P,0.0083715,-7.2,-7.2,168,168,TRUE,FALSE,_A,Eastern GSP Group,
TKNEW-1,T_TKNEW-1,,WIND,Triton Knoll Offshore Wind,T,TRUE,Triton Knoll OSP East 1,TKWFL,-6.621,412,P,0.0149883,-2.648,-2.648,164.8,164.8,TRUE,FALSE,,,
TKNWW-1,T_TKNWW-1,,WIND,Triton Knoll Offshore Wind,T,TRUE,Triton Knoll OSP west 1,TKWFL,-6.509,412,P,0.0149883,-2.604,-2.604,164.8,164.8,TRUE,FALSE,,,
SCCL-3,T_SCCL-3,48W000000SCCL-3Q,CCGT,SCCL,T,TRUE,Unit 3,SALTEND,-77.5,409.3,P,0.0044623,-31,-31,163.72,163.72,TRUE,FALSE,,,
SCCL-2,T_SCCL-2,48W000000SCCL-2S,CCGT,SCCL,T,TRUE,Unit 2,SALTEND,-10,409.1,P,0.0044623,-4,-4,163.64,163.64,TRUE,FALSE,,,
SCCL-1,T_SCCL-1,48W000000SCCL-1U,CCGT,SCCL,T,TRUE,Unit 1,SALTEND,-10,408.2,P,0.0044623,-4,-4,163.28,163.28,TRUE,FALSE,,,
SEAB-2,T_SEAB-2,48W000000SEAB-2T,CCGT,Seabank Power Limited,T,TRUE,Seabank Power Module 2,SEABANK,-11,406,P,0.024847,-4.4,-4.4,162.4,162.4,TRUE,FALSE,,,
HOWAO-1,T_HOWAO-1,48W00000HOWAO-1M,WIND,Hornsea 1 Limited,T,TRUE,HORNSEA_1A,DONG013,-5.734,400,P,0.0044623,-2.294,-2.294,160,160,TRUE,FALSE,,,
HOWAO-2,T_HOWAO-2,48W00000HOWAO-2K,WIND,Hornsea 1 Limited,T,TRUE,HORNSEA_1B,DONG013,-7.26,400,P,0.0044623,-2.904,-2.904,160,160,TRUE,FALSE,,,
HOWAO-3,T_HOWAO-3,48W00000HOWAO-3I,WIND,Hornsea 1 Limited,T,TRUE,HORNSEA_1C,DONG013,-7.3,400,P,0.0044623,-2.92,-2.92,160,160,TRUE,FALSE,,,
KLYN-A-1,E_KLYN-A-1,48W0000KLYN-A-1G,CCGT,RWE Generation UK plc,E,TRUE,Kings Lynn A,INNOGY01,-10,392,P,0.0083715,-4,-4,156.8,156.8,TRUE,FALSE,_A,Eastern GSP Group,
GAOFO-2,T_GANW-22,48W00000GAOFO-21,WIND,Galloper Offshore WindFarm Ltd,T,TRUE,Galloper OSP 22,GALOWFL,-3,385.82,P,0.0083715,-1.2,-1.2,154.328,154.328,TRUE,FALSE,,,
SGRWO-6,T_SGRWO-6,48W00000SGRWO-6B,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 6,SWEL001,-5.6,380,P,-0.0560366,-2.24,-2.24,152,152,TRUE,FALSE,,,
SGRWO-3,T_SGRWO-3,48W00000SGRWO-3H,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 3,SWEL001,-4.43,374.618,P,-0.0560366,-1.772,-1.772,149.847,149.847,TRUE,FALSE,,,
EAAO-2,T_EAAO-2,48W000000EAAO-2P,WIND,East Anglia One Limited,T,TRUE,East Anglia One Offshore 2,EAOWIND,-7.5,367,P,0.0083715,-3,-3,146.8,146.8,TRUE,FALSE,,,
EAAO-1,T_EAAO-1,48W000000EAAO-1R,WIND,East Anglia One Limited,T,TRUE,East Anglia One Offshore 1,EAOWIND,-6.6,358,P,0.0083715,-2.64,-2.64,143.2,143.2,TRUE,FALSE,,,
SGRWO-1,T_SGRWO-1,48W00000SGRWO-1L,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 1,SWEL001,-4.3,358,P,-0.0560366,-1.72,-1.72,143.2,143.2,TRUE,FALSE,,,
CNQPS-4,T_CNQPS-4,48W00000CNQPS-48,CCGT,Uniper UK Limited,T,TRUE,T_CNQPS-4,EECL,-20,356,P,0.01133,-8,-8,142.4,142.4,TRUE,FALSE,,,
CNQPS-2,T_CNQPS-2,48W00000CNQPS-2C,CCGT,Uniper UK Limited,T,TRUE,T_CNQPS-2,EECL,-20,352,P,0.01133,-8,-8,140.8,140.8,TRUE,FALSE,,,
CNQPS-1,T_CNQPS-1,48W00000CNQPS-1E,CCGT,Uniper UK Limited,T,TRUE,T_CNQPS-1,EECL,-20,351.162,P,0.01133,-8,-8,140.465,140.465,TRUE,FALSE,,,
CNQPS-3,T_CNQPS-3,48W00000CNQPS-3A,CCGT,Uniper UK Limited,T,TRUE,T_CNQPS-3,EECL,-20,350,P,0.01133,-8,-8,140,140,TRUE,FALSE,,,
WLNYO-3,T_WLNYO-3,48W00000WLNYO-31,WIND,Walney Extension Ltd,T,TRUE,WALNEY_3,DONG012,-3,330,P,0.0039537,-1.2,-1.2,132,132,TRUE,FALSE,,,
WLNYO-4,T_WLNYO-4,48W00000WLNYO-4-,WIND,Walney Extension Ltd,T,TRUE,WALNEY_4,DONG012,-6.651,330,P,0.0039537,-2.66,-2.66,132,132,TRUE,FALSE,,,
WLNYO-4,T_WLNYO-4,48W00001WLNYO-4R,WIND,Walney Extension Ltd,T,TRUE,WALNEY_4,DONG012,-6.651,330,P,0.0039537,-2.66,-2.66,132,132,TRUE,FALSE,,,
DINO-1,T_DINO-1,48W000000DINO-1W,PS,First Hydro Company,T,TRUE,Dinorwig 1,FSTHYDRO,-300,320,P,0.01133,-120,-120,128,128,TRUE,FALSE,,,
DINO-2,T_DINO-2,48W000000DINO-2U,PS,First Hydro Company,T,TRUE,Dinorwig 2,FSTHYDRO,-294,320,P,0.01133,-117.6,-117.6,128,128,TRUE,FALSE,,,
DINO-3,T_DINO-3,48W000000DINO-3S,PS,First Hydro Company,T,TRUE,Dinorwig 3,FSTHYDRO,-302.2,320,P,0.01133,-120.88,-120.88,128,128,TRUE,FALSE,,,
DINO-4,T_DINO-4,48W000000DINO-4Q,PS,First Hydro Company,T,TRUE,Dinorwig 4,FSTHYDRO,-294,320,P,0.01133,-117.6,-117.6,128,128,TRUE,FALSE,,,
DINO-5,T_DINO-5,48W000000DINO-5O,PS,First Hydro Company,T,TRUE,Dinorwig 5,FSTHYDRO,-299,320,P,0.01133,-119.6,-119.6,128,128,TRUE,FALSE,,,
DINO-6,T_DINO-6,48W000000DINO-6M,PS,First Hydro Company,T,TRUE,Dinorwig 6,FSTHYDRO,-294,320,P,0.01133,-117.6,-117.6,128,128,TRUE,FALSE,,,
KILLPG-2,T_KILLPG-2,48W0000KILLPG-2O,CCGT,Uniper UK Limited,T,TRUE,T_KILLPG-2,EECL,-6,316,P,0.0044623,-2.4,-2.4,126.4,126.4,TRUE,FALSE,,,
KILLPG-1,T_KILLPG-1,48W0000KILLPG-1Q,CCGT,Uniper UK Limited,T,TRUE,T_KILLPG-1,EECL,-14,311,P,0.0044623,-5.6,-5.6,124.4,124.4,TRUE,FALSE,,,
WHILW-1,T_WHILW-1,48W00000WHILW-1M,WIND,SP Renewables (UK) Limited,T,TRUE,T_WHILW-1,SPCRE01,-10,309,P,-0.0377779,-4,-4,123.6,123.6,TRUE,FALSE,,,
NSC-ATL01,2__PIMPO000,,,SSE Energy Supply Limited,G,TRUE,IMPO North Scotland,SSE,-48.491,308.4,C,-0.0560366,-17.112,-17.534,108.834,111.517,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
DBAWO-2,T_DBAWO-2,48W00000DBAWO-2H,WIND,Doggerbank OWF Project 1,T,TRUE,Dogger Bank A Offshore WF 2,DBNKOWF1,-1,304,P,0.0044623,-0.4,-0.4,121.6,121.6,TRUE,FALSE,,,
DBAWO-3,T_DBAWO-3,48W00000DBAWO-3F,WIND,Doggerbank OWF Project 1,T,TRUE,Dogger Bank A Offshore WF 3,DBNKOWF1,-1,302.8,P,0.0044623,-0.4,-0.4,121.12,121.12,TRUE,FALSE,,,
DBAWO-1,T_DBAWO-1,48W00000DBAWO-1J,WIND,Doggerbank OWF Project 1,T,TRUE,Dogger Bank A Offshore WF 1,DBNKOWF1,-1,302.4,P,0.0044623,-0.4,-0.4,120.96,120.96,TRUE,FALSE,,,
MOWEO-1,T_MOWEO-1,48W000000MOWEO11,WIND,Moray Offshore Wind East Ltd,T,TRUE,Moray East OWF1,MOWEL,-3.394,300,P,-0.0560366,-1.358,-1.358,120,120,TRUE,FALSE,,,
MOWEO-2,T_MOWEO-2,48W00000MOWEO-2Y,WIND,Moray Offshore Wind East Ltd,T,TRUE,Moray East OWF2,MOWEL,-5.304,300,P,-0.0560366,-2.122,-2.122,120,120,TRUE,FALSE,,,
MOWEO-3,T_MOWEO-3,48W00000MOWEO-3W,WIND,Moray Offshore Wind East Ltd,T,TRUE,Moray East OWF3,MOWEL,-3.304,300,P,-0.0560366,-1.322,-1.322,120,120,TRUE,FALSE,,,
SEEL-1,T_SEEL-1,48W000000SEEL-18,OCGT,Spalding Energy Expansion Ltd,T,TRUE,Spalding Energy Expansion Ltd,SPALDI,-10,300,P,0.0149883,-4,-4,120,120,TRUE,FALSE,,,
SGRWO-5,T_SGRWO-5,48W00000SGRWO-5D,WIND,Seagreen Wind Energy Limited,T,TRUE,Seagreen1 Offshore WF 5,SWEL001,-3.42,300,P,-0.0560366,-1.368,-1.368,120,120,TRUE,FALSE,,,
HIRWN-1,T_HIRWN-1,48W00000HIRWN-1P,,Hirwaun Power Limited,T,FALSE,Hirwaun 1,HPL,-16,299,P,0.0211515,-1.498,-1.498,27.986,27.986,FALSE,FALSE,,,
RCBKO-2,T_RCBKO-2,48W00000RCBKO-2Q,WIND,Race Bank Wind Farm Ltd,T,TRUE,RACE_BANK_Z02,DONG011,-3,290,P,0.0083715,-1.2,-1.2,116,116,TRUE,FALSE,,,
THNTO-1,T_THNTO-1,,WIND,Thanet Offshore Wind Limited,T,TRUE,Thanet Offshore Wind Limited 1,TOW,-3,287.699,P,0.0136162,-1.2,-1.2,115.08,115.08,TRUE,FALSE,,,
MOWWO-4,T_MOWWO-4,48W00000MOWWO-4E,WIND,Moray Offshore Wind West Ltd,T,TRUE,Moray West OWF4,MOWWL,-2.5,287,P,-0.0560366,-1,-1,114.8,114.8,TRUE,FALSE,,,
TSREP-1,T_TSREP-1,48W00000TSREP-1F,BIOMASS,MGT TEESSIDE LTD.,T,TRUE,MGT TEESIDE TEESREP MAIN,TEESREP,-45,285,P,-0.0004839,-18,-18,114,114,TRUE,FALSE,,,
RCBKO-1,T_RCBKO-1,48W00000RCBKO-1S,WIND,Race Bank Wind Farm Ltd,T,TRUE,RACE_BANK_Z01,DONG011,-3,284,P,0.0083715,-1.2,-1.2,113.6,113.6,TRUE,FALSE,,,
CORB-1,E_CORB-1,48W000000CORB-1Z,CCGT,CORBY POWER LIMITED,E,TRUE,CORBY POWER LIMITED,CORBY,-0.1,260,P,0.0149883,-0.04,-0.04,104,104,TRUE,FALSE,_B,East Midlands,
BRBEO-1,T_BRBEO-1,48W00000BRBEO-17,WIND,Burbo Extension Limited,T,TRUE,BURBO_EXTENSION,DONG010,-5,257.7,P,0.01133,-2,-2,103.08,103.08,TRUE,FALSE,,,
PETEM1,E_PETEM1,48W000000PETEM1O,CCGT,River Nene Power Limited,E,TRUE,Peterborough,CENPB,-5,245,P,0.0083715,-2,-2,98,98,TRUE,FALSE,_A,Eastern GSP Group,
GRGBW-1,T_GRGBW-1,48W00000GRGBW-1V,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 1,GGOWL,-5,240,P,0.0083715,-2,-2,96,96,TRUE,FALSE,,,
GRGBW-2,T_GRGBW-2,48W00000GRGBW-2T,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 2,GGOWL,-5,240,P,0.0083715,-2,-2,96,96,TRUE,FALSE,,,
GRGBW-3,T_GRGBW-3,48W00000GRGBW-3R,WIND,Greater Gabbard Offshore Winds,T,TRUE,Greater Gabbard Module 3,GGOWL,-5,240,P,0.0083715,-2,-2,96,96,TRUE,FALSE,,,
EMD-ENR01,2__BENRD000,,,British Gas Trading Ltd,G,TRUE,2__BENRD000,BRITGAS,-232.531,232,C,0.0149883,-29.88,-5.557,29.812,5.545,FALSE,FALSE,_B,East Midlands,
